	SRR13675761	SRR13675762	SRR13675763	SRR13675764	SRR13675765	SRR13675766	SRR13675767	SRR13675768	SRR13675769	SRR13675770	SRR13675771	SRR13675772	SRR13675773	SRR13675774	SRR13675775	SRR13675776	SRR13675777	SRR13675778	SRR13675779	SRR13675780	SRR13675781	SRR13675782	SRR13675783	SRR13675784	SRR13675785	SRR13675786	SRR13675787	SRR13675788	SRR13675789	SRR13675790	SRR13675791	SRR13675792	SRR13675793	SRR13675794	SRR13675795	SRR13675796	SRR13675797	SRR13675798	SRR13675799	SRR13675800	SRR13675801	SRR13675802	SRR13675803	SRR13675804	SRR13675805	SRR13675806	SRR13675807	SRR13675808	SRR13675809	SRR13675810	SRR13675811	SRR13675812	SRR13675813	SRR13675814	SRR13675815	SRR13675816	SRR13675817	SRR13675818	SRR13675819	SRR13675820	SRR13675821	SRR13675822	SRR13675823	SRR13675824	SRR13675825	SRR13675826	SRR13675827	SRR13675828	SRR13675829	SRR13675830	SRR13675831	SRR13675832	SRR13675833	SRR13675834	SRR13675835	SRR13675836	SRR13675837	SRR13675838	SRR13675839	SRR13675840	SRR13675841	SRR13675842	SRR13675843	SRR13675844	SRR13675845	SRR13675846	SRR13675847	SRR13675848	SRR13675849	SRR13675850	SRR13675851	SRR13675852	SRR13675853	SRR13675854	SRR13675855	SRR13675856	SRR13675857	SRR13675858	SRR13675859	SRR13675860	SRR13675861	SRR13675862	SRR13675863	SRR13675864	SRR13675865	SRR13675866	SRR13675867	SRR13675868	SRR13675869	SRR13675870	SRR13675871	SRR13675872	SRR13675873	SRR13675874	SRR13675875	SRR13675876	SRR13675877	SRR13675878	SRR13675879	SRR13675880	SRR13675881	SRR13675882	SRR13675883	SRR13675884	SRR13675885	SRR13675886	SRR13675887	SRR13675888	SRR13675889	SRR13675890	SRR13675891	SRR13675892	SRR13675893	SRR13675894	SRR13675895	SRR13675896	SRR13675897	SRR13675898	SRR13675899	SRR13675900	SRR13675901	SRR13675902	SRR13675903	SRR13675904	SRR13675905	SRR13675906	SRR13675907	SRR13675908	SRR13675909	SRR13675910	SRR13675911	SRR13675912	SRR13675913	SRR13675914	SRR13675915	SRR13675916	SRR13675917	SRR13675918	SRR13675919	SRR13675920	SRR13675921	SRR13675922	SRR13675923	SRR13675924	SRR13675925	SRR13675926	SRR13675927	SRR13675928	SRR13675929	SRR13675930	SRR13675931	SRR13675932	SRR13675933	SRR13675934	SRR13675935	SRR13675936	SRR13675937	SRR13675938	SRR13675939	SRR13675940	SRR13675941	SRR13675942	SRR13675943	SRR13675944	SRR13675945	SRR13675946
ASV_0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	180	0	1371	0	987	5	6	4434	5007	0	0	28888	2353	0	0	0	279	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0030	0	0	14	223	0	0	0	0	26	13	0	27	86	40	3	16	0	0	0	0	0	143	10	0	0	64	30	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1651	4874	0	41	1514	2763	0	0	0	582	125	33	0	6028	3188	171	4	0	91	79	27	149	2217	367	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	1873	1821	61	41	642	0	0	0	27	235	57	0	0	222	630	0	0	0	58	0	0	0	65	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	555	294	0	31	0	20	50	0	10	76	40	0	0	645	992	0	0	223	2014	606	0	144	2122	1305	74	2990	0	0	96	235	43
ASV_0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2763	0	41	0	2416	1801	0	0	0	0	0	0	1629	1780	0	0	0	0	0	8	47	823	219	0	16	0	0	2794	3	21	1701	435	0	0	0	0	0	0	0	816	728	0	0	0	1983	0	941	0	88	1501	0	0	787	654	0	0	2645	718	0	0	0	1659	407	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	444	0	0	73	2634	0	0	0	0	0	2677	3145	0	1337	737	0	0	574	354	0	0	0	0	0	0	0	232	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0032	1020	534	117	0	0	0	0	0	0	0	0	24	0	0	0	30	0	169	0	0	0	5	0	79	105	0	17	0	428	13	0	0	0	32	122	0	6	0	30	0	32	24	0	15	23	6	3060	13	244	82	0	1019	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	20	0	0	0	258	777	0	0	56	9	66	0	0	0	17	0	0	0	77	106	0	0	2307	49	14	49	0	378	0	0	0	0	566	0	0	0	888	0	0	0	407	0	0	0	0	169	0	0	0	0	0	0	68	0	0	268	0	0	12	78	23	0	44	50	23	0	0	0	0	0	0	13323	500	0	0	228	1527	0	60	0	0	0	0	0	0	8	62	0	0	0	0	181	0	0	367	6475	0	0	0	4784	176	0	0	117	12	0	0	0	0	0	0	0	0	0
ASV_0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	269	0	21	57	22	0	0	56	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	211	0	0	19	1850	1700	0	0	544	217	0	8	205	87	74	13	0	1842	2605	51	28	458	0	175	0	23	990	124	0	9	654	1506	8	22	274	65	27	0	0	82	116	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	857	3149	506	0	885	6720	6536	101	3570	0	3	551	1351	128
ASV_0034	0	0	0	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	6	0	0	13	21	0	0	75	27	0	0	357	1544	0	0	0	292	2064	117	0	0	0	0	0	0	0	2100	672	10	244	207	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	154	65	2	0	0	0	0	0	0	1215	797	3	0	529	59	12	0	0	4319	2098	8	0	964	1691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	205	0	0	0	430	0	0	4	56	6209	560	0	25	541	911	210	5117	0	19	30	3462	667
ASV_0035	0	13	0	0	0	2	0	464	6	11	0	83	11	27	0	650	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	356	0	0	0	3	13	0	17	0	0	0	7	5	19	0	0	304	13	22	0	0	0	0	51	286	0	0	0	0	0	0	0	5	0	0	0	0	0	22	0	15	79	0	1857	1560	76	490	558	344	0	13	178	807	1289	243	109	75	62	92	191	4	0	0	13	138	0	0	4221	7018	168	2938	80	1560	0	555	1053	2237	477	241	1795	4017	1671	101	158	0	40	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0
ASV_0036	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	197	159	0	0	38	0	0	0	0	0	0	0	0	518	598	4	0	13	1072	1229	0	0	262	95	0	0	727	462	1177	10	0	306	354	0	20	165	7	660	0	13	570	175	3	7	211	903	0	11	805	25	0	0	0	0	0	95	158	0	988	30	1101	0	0	2	5	0	0	1068	82	0	149	0	342	69	3	0	0	0	0	3	4567	1432	0	0	2051	76	28	3669	9	18	3851	2114	65	337	2028	76	206	38	19	368	123	0	0	1255	1265	3	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ASV_0037	35	0	0	0	0	4	686	0	0	0	0	82	81	78	23	195	0	0	1189	13	0	544	489	0	0	97	297	4	0	0	353	0	6	0	0	354	0	0	0	438	0	0	0	31	1157	533	0	1200	688	0	190	40	0	0	0	0	0	0	18	0	0	0	0	0	0	58	32	0	0	58	416	441	0	0	400	553	0	8	0	0	0	0	0	0	0	0	0	1647	554	0	0	0	2538	936	0	0	201	606	0	0	0	0	55	0	0	366	1748	0	0	247	0	0	0	0	984	1316	0	0	1446	814	0	0	51	0	0	0	0	0	0	0	27	20	495	76	0	0	0	1763	2294	18	0	300	0	0	0	0	58	0	0	0	130	6	0	12	12	0	0	10	28	98	513	257	131	222	276	871	14	58	464	642	55	0	116	257	831	0	10	75	274	62	516	166	134	10	977	812
ASV_0038	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	10	0	0	1818	703	0	199	117	0	13	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	204	0	1	0	0	855	1084	0	19	1152	0	0	0	0	4841	3578	0	0	2855	2001	0	0	0	0	0	0	0	0	0	0	35	7	0	45	0	0	0	11826	5294	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0
ASV_0039	2462	71	19	0	0	0	0	0	0	0	0	12	0	0	0	11	0	18	0	0	0	0	0	0	0	0	0	0	12	14	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	19	0	18	4392	0	103	0	0	20	0	0	0	0	0	0	0	0	5	13	0	0	0	14	0	0	0	53	0	0	29	1164	3957	0	0	0	0	0	0	0	0	0	0	0	53	1753	20	14	8	5179	0	0	0	0	0	0	0	0	0	6	0	0	0	20	0	0	9	170	0	0	0	0	2084	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	13821	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	108	0	4	6	31	0	0	0	0	41	0	0	0	0	0	0	0	0	0
ASV_0040	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	55	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16317	4	0	7	13809	4019	395	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	0
ASV_0041	0	0	0	0	0	0	146	0	0	0	78	231	38	29	94	1271	0	0	6607	0	154	4345	4150	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147	388	0	858	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	756	1348	0	0	61	0	0	0	0	113	0	0	0	146	0	0	0	0	0	0	27	69	116	2823	292	163	281	1613	2073	0	0	1768	2208	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
ASV_0042	0	0	0	0	0	0	345	0	0	0	65	161	57	42	43	710	0	0	574	0	46	1561	383	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	78	9	31	0	0	814	202	0	746	221	0	39	12	0	0	0	0	65	131	0	0	0	0	4	0	0	397	1015	0	0	32	1638	858	11	49	2111	258	0	0	4454	0	0	0	0	0	0	0	0	1897	171	0	0	0	249	453	0	0	0	0	0	3	0	5	385	0	0	549	504	0	0	319	3	3	57	0	1635	876	0	0	257	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	19	0	0	0	0	0	0	182	0	0	0	37	0	0	3	7	0	0	9	22	210	1629	31	32	35	1228	256	0	0	567	125	19	0	0	996	64	0	0	0	76	25	664	618	0	0	687	597
ASV_0043	0	0	0	0	0	0	369	0	16	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	76	7	0	0	157	0	62	0	0	1241	301	0	362	158	0	149	0	61	99	0	6	82	95	100	0	0	0	0	0	0	800	758	0	0	0	817	1363	0	0	671	81	0	0	0	0	0	0	0	0	3	0	0	128	69	0	0	0	176	185	0	0	0	0	9	0	1562	0	357	0	0	909	1198	0	13	3685	12	0	32	0	1607	1695	10	0	764	687	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1627	768	0	0	32	0	0	0	0	276	0	0	0	39	4	0	0	0	0	0	21	0	710	66	58	0	0	0	83	0	22	0	0	57	0	0	0	28	0	0	0	6	127	3642	505	0	0	3118	492
ASV_0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	30	64	0	0	0	100	0	0	0	22	16	0	0	0	0	0	0	0	0	0	0	22	6614	7795	0	0	234	4006	4700	0	0	408	50	8	10	0	56	127	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	813	940	0	42	0	11	0	0	59	97	0	0	290	32	0	0	0	27	0	0	0	0	0	0	0	0	72	0	0	0	0	0	29	0	0	36	30	0	9	132	8	0	0	0	106	0	0	0	321	225	0	0	298	826	135	0	111	1459	1385	0	48	0	0	69	42	0
ASV_0045	17	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	18047	0	0	11603	127	0	0	91	1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0046	0	0	425	4253	151	24	0	9	3896	3958	75	2269	8039	7277	16	115	0	0	0	5	269	67	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0047	54	135	0	0	0	0	74	0	0	0	0	20	0	0	0	57	0	253	16	0	88	0	13	22	435	0	13	0	839	656	16	0	8	565	21	30	3939	0	362	0	0	0	0	0	139	110	108	109	133	0	10	567	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	7	0	8	320	166	64	0	0	13	0	0	0	0	0	0	17	143	0	48	0	909	1237	34	0	0	0	0	29	0	9	0	0	38	0	0	0	16	0	0	0	104	0	0	3	0	94	0	11	0	0	0	0	0	0	0	20	0	0	0	0	15	143	9	0	0	0	0	0	5	753	14039	828	57	0	0	86	32	0	20	8	0	37	47	0	0	0	23	67	11	1206	0	6	0	48	0	156	31	47	7	15	52	0	0	145	13	0	28	0	0	0	742	12	0	0
ASV_0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	109	0	0	131	167	0	0	0	74	0	0	60	2409	2167	49	0	0	1658	2094	39	387	9280	2291	0	0	1046	0	0	0	0	0	0	0	0	2339	99	0	0	0	136	40	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	43	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	22	0	0	0	39	0	1391	23	83	65	1395	643	0	0	1451	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0049	0	0	0	60	0	0	0	0	170	204	0	109	412	354	0	0	0	0	0	0	0	49	0	2	0	200	14	0	0	0	0	0	0	0	0	14	0	0	0	0	294	158	0	8	2	2	0	0	8	0	0	9	105	426	7	21	928	1514	35	4	0	991	147	0	2	1666	1035	29	0	21	32	47	0	0	115	10	0	0	773	1507	0	5	20	608	1035	0	0	78	64	0	0	56	17	34	5	3	271	328	10	4	23	0	113	0	2	131	54	0	4	46	88	0	0	91	0	0	0	0	12	19	36	159	0	6	0	2	0	0	371	454	0	0	1047	129	0	21	0	18	14	0	0	0	0	0	0	1033	920	0	0	606	2	0	6249	7	8	224	181	13	20	1540	15	0	5	0	41	4	0	0	80	100	0	0	45	120	12	0	51	382	284	0	116	0	0	18	44	6
ASV_0050	0	0	0	8	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	52	43	0	15	0	235	76	0	0	0	11	0	0	0	0	0	0	0	0	0	55	109	0	0	0	0	0	0	0	0	0	20	1152	844	9	11	718	734	28	0	0	1852	211	0	0	1690	731	21	0	0	471	484	0	9	259	29	0	0	100	176	0	0	14	655	417	0	0	184	32	0	0	79	88	97	63	0	1397	1236	33	197	227	19	123	0	84	808	450	4	9	364	753	4	10	75	0	0	0	0	0	0	1225	1147	0	345	25	252	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	21	691	0	0	19	18	4	106	0	0	0	7	0	0	650	18	0	15	9	74	0	3	5	404	937	0	0	918	1451	209	0	148	1428	803	0	0	0	0	162	38	0
ASV_0051	268	437	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11	725	0	0	0	1022	0	0	20	15	2260	0	0	0	0	0	0	0	115	0	0	13	0	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	39	0	0	6	746	19538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	116	275	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15	0	5	0	47	102	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV_0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	68	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	0	0	80	179	0	0	0	156	37	0	0	593	402	0	0	0	72	91	0	0	160	0	0	5	1510	2717	0	10	68	1002	1265	0	0	290	70	0	0	0	274	653	10	9	1217	1187	48	41	9055	16	0	0	38	2227	206	0	0	72	340	0	0	0	160	40	0	0	31	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	691	213	0	141	1038	509	24	353	0	0	36	86	14
ASV_0053	0	8	20	8	34	0	351	0	275	161	25	51	266	47	19	265	0	0	666	0	17	1704	1598	5	0	0	91	0	0	58	122	0	0	53	38	129	68	0	0	105	11	36	0	0	1020	286	0	1751	671	0	352	0	0	0	0	0	0	10	0	0	0	0	0	0	0	46	56	0	0	0	499	200	0	0	220	158	0	4	363	0	0	0	0	3	15	6	0	1801	543	0	0	0	1777	1151	0	0	0	0	0	0	17	0	14	0	0	147	125	0	0	96	0	0	0	0	504	844	0	0	520	463	0	0	12	0	5	0	0	0	0	0	0	0	9	23	0	0	0	398	962	0	0	378	145	20	0	0	38	4	0	0	0	0	0	0	0	0	0	28	0	147	385	32	0	0	0	260	0	0	0	25	36	0	0	81	39	0	0	23	123	73	1002	172	10	0	1299	2106
ASV_0054	0	0	11	334	11	0	0	7	48	91	0	86	300	331	0	24	0	0	0	0	0	14	0	0	0	58	58	0	0	9	22	0	0	0	11	11	0	0	0	0	195	125	0	0	0	0	0	0	0	0	0	0	16	29	0	0	25	28	37	0	0	1016	166	0	0	562	421	7	0	109	106	199	0	0	27	0	0	0	443	733	0	0	7	113	137	0	0	12	0	0	20	25	0	6	14	0	618	417	8	23	789	42	23	0	45	687	423	0	11	142	345	0	0	37	0	0	0	0	0	0	53	107	0	647	0	581	0	0	214	241	4	0	683	90	0	0	0	5101	96	0	0	0	0	0	0	159	141	0	0	67	16	0	7100	12	10	167	161	0	28	242	53	496	7	0	28	62	7	5	33	31	0	0	215	104	12	0	0	549	236	10	212	0	0	10	54	0
ASV_0055	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	348	888	0	0	52	389	0	4	0	29	155	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	118	693	0	0	895	0	0	0	0	170	382	0	0	105	31	0	0	0	0	0	0	0	0	0	0	16	5	0	18	0	0	0	3091	2587	0	0	0	0	6	16	0	0	0	0	0	58	0	0	0	0	0	0	36	59	0	3257	2171	36	40	153	7500	0	0	182	1114	0	0	0	0	0	0	0	0	56	27	929	0	0	0	439	73
ASV_0056	0	0	59	274	51	0	0	10	1038	2003	0	31	92	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	285	0	0	0	0	0	0	0	0	0	0	69	62	0	0	0	25	0	0	0	479	39	0	0	905	666	16	0	0	88	52	0	28	674	50	0	0	1022	106	0	5	5	1531	1341	0	0	240	30	0	0	0	216	73	9	0	296	216	0	0	9	0	0	0	0	40	16	0	0	26	26	0	0	0	286	11	0	0	121	262	1586	3025	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	52	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	47	7	0	0	68	94	35	9	536	52	0	0	3705	3608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0057	0	0	19	97	7	3	0	4	339	602	39	875	3274	5574	5	35	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	3860	8071	0	0	84	1519	1284	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0058	9	0	79	26	0	24	632	0	1479	983	30	60	328	60	25	250	0	0	54	0	83	1457	323	0	4	903	68	0	0	336	1405	0	15	0	132	962	0	0	0	232	0	6	0	0	148	62	0	39	24	0	71	0	0	0	2	0	210	288	0	0	0	0	0	0	0	56	55	0	0	0	309	90	0	26	553	41	0	0	384	0	0	0	0	0	6	0	0	189	70	0	0	0	26	60	0	0	0	0	0	0	0	0	240	0	0	264	546	0	0	244	0	0	0	0	766	954	0	0	471	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	1421	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	26	5	0	290	47	0	0	66	625	77	2369	758	0	4	1614	587
ASV_0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	240	524	359	19	139	5	0	7	10	10	0	19	25	1242	673	0	0	0	0	956	0	0	0	0	0	11	1221	898	17	0	2870	410	478	0	27	505	43	0	0	0	0	17	0	0	367	420	0	0	67	26	0	0	744	74	117	0	0	22	0	0	0	0	0	1108	0	0	437	602	0	0	461	1296	0	41	1142	77	0	0	6	1003	1019	0	0	0	0	126	0	0	0	0	0	0	0	44	0	0	534	0	0	0	0	0	0	0	0	4	0	302	0	0	0	14	0	0	0	8	0	0	0	0	299	0	10	0	0	111	0	0	0	1481	1711	0	0	36	65	0	0	28	243	65	0	0	7	0	0	0	0
ASV_0060	20	0	444	2171	8472	0	0	103	0	28	0	2674	125	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	107	231	1081	31	29	44	4889	0	0	0	18	40	0	0	1577	1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
